case_id	taxa	nucleotide_columns	distinct_aligned_sequences	informative_nucleotide_columns	diagnostic_fit_completed	copy_caveat	fcs_omission_status	remaining_taxa_after_fcs_omission	target_original_dS_review_label	multistart_refit_completed	case_specific_review_flags	selection_eligibility	remaining_general_requirements
Umbelopsis__530740at2759__code1	4	762	4	51	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.1227586126377165	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__538952at2759__code1	4	1344	4	93	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.277277839922773	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__539632at2759__code1	4	912	4	62	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.5734943674001102	False	tree_parameter_boundary_warning	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__540946at2759__code1	4	1029	4	97	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.038609046597773	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__541070at2759__code1	4	693	4	61	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.6077306920489505	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__554735at2759__code1	4	756	4	43	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.6743971042293622	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__727964at2759__code1	4	1236	4	100	True	none_recorded	unchanged_by_declared_fcs_omission	4	2.371409092940083	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__730114at2759__code1	4	1602	4	119	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.0798576507510202	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__760428at2759__code1	4	1125	4	93	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.669990645889321	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__776280at2759__code1	4	1338	4	118	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.3667102489964231	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Umbelopsis__801816at2759__code1	4	558	4	38	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.0324293887784288	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__115730at2759__code1	4	981	4	104	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.3965899550484207	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__129234at2759__code1	4	477	4	57	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.2633733407351848	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__160487at2759__code1	4	2580	4	222	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.0050407144932874	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__201273at2759__code1	4	762	4	69	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.1631660225989193	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__207567at2759__code1	4	453	4	28	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.9089481366935703	False	tree_parameter_boundary_warning	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__260326at2759__code1	4	444	4	41	True	none_recorded	unchanged_by_declared_fcs_omission	4	2.0292163739895113	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__2852757at2759__code1	4	1401	4	163	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.3366276054949233	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__288615at2759__code1	4	1824	4	200	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.4088660483127582	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__319730at2759__code1	4	1164	4	95	True	none_recorded	unchanged_by_declared_fcs_omission	4	99.09046790773829	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__340246at2759__code1	4	1944	4	280	True	none_recorded	unchanged_by_declared_fcs_omission	4	2.574278486142474	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__345792at2759__code1	4	870	4	75	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.6603282521213922	False	tree_parameter_boundary_warning	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__352891at2759__code1	4	639	4	74	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.398843284044598	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__3643464at2759__code1	4	1905	4	193	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.5316166799663227	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__4613677at2759__code1	4	318	4	48	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.9042225286338281	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__4695236at2759__code1	4	3195	4	310	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.871214495766278	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__4747214at2759__code1	4	405	4	49	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.4259605087924927	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__4764044at2759__code1	4	1410	4	184	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.49124556148228	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__4810093at2759__code1	4	2178	4	342	True	none_recorded	unchanged_by_declared_fcs_omission	4	2.2859614391761216	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__4823929at2759__code1	4	1281	4	150	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.6254052092989448	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__4838864at2759__code1	4	1848	4	226	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.3346742926800343	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__4843240at2759__code1	4	1260	4	151	True	none_recorded	unchanged_by_declared_fcs_omission	4	2.146312015333691	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__4843824at2759__code1	4	510	4	94	True	none_recorded	unchanged_by_declared_fcs_omission	4	9.000609784444917	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__4867008at2759__code1	4	543	4	61	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.5306328819147295	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__4888252at2759__code1	4	2214	4	382	True	none_recorded	unchanged_by_declared_fcs_omission	4	3.058145894546338	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__4896098at2759__code1	4	552	4	47	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.8079376341514377	False	tree_parameter_boundary_warning	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__4900375at2759__code1	4	615	4	72	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.4770928222631898	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__4908955at2759__code1	4	945	4	84	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.7406009766265302	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__4940884at2759__code1	4	2541	4	266	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.2765780923302197	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__4969018at2759__code1	4	1338	4	149	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.2229266157108942	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__4969636at2759__code1	4	1155	4	106	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.2249173203782242	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__4970538at2759__code1	4	2454	4	138	True	none_recorded	unchanged_by_declared_fcs_omission	4	47.59865090742565	False	tree_pairwise_saturation_warning	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__4971272at2759__code1	4	1311	4	163	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.7672760911103789	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__4974767at2759__code1	4	438	4	29	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.7823014425763785	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__4975094at2759__code1	4	2907	4	352	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.5573623186467205	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__4977163at2759__code1	4	549	4	72	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.749012241905693	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__4977863at2759__code1	4	1683	4	270	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.9604479229360732	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__4983000at2759__code1	4	1488	4	212	True	none_recorded	unchanged_by_declared_fcs_omission	4	3.5191235463806887	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__4985971at2759__code1	4	963	4	106	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.1816006696473143	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__4986044at2759__code1	4	1425	4	189	True	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	unchanged_by_declared_fcs_omission	4	1.3936170861506907	False	copy_reconciliation_required	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__4987397at2759__code1	4	2505	4	297	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.7914697102529324	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__4988239at2759__code1	4	2967	4	294	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.110231503566167	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__4999134at2759__code1	4	6975	4	567	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.8781445455710025	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__5000045at2759__code1	4	945	4	103	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.405954997731761	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__5000152at2759__code1	4	3528	4	330	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.0429917944720133	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__5000362at2759__code1	4	2667	4	282	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.562974443143949	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__5000371at2759__code1	4	1203	4	184	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.6346099670736804	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__5000452at2759__code1	4	798	4	151	True	none_recorded	unchanged_by_declared_fcs_omission	4	3.192929823381991	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Wallemia__5000476at2759__code1	4	1149	4	209	True	none_recorded	unchanged_by_declared_fcs_omission	4	5.363095127655423	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
