representative_input_id	cluster_input_id	source	model_id	taxon_id	protein_id	marker	species_name	study_role	major_lineage
M014702	M017243	ESMFold	ESM-Sc990b90e1c7dd267a214e21bd40ce4e545c7279df05939748fa6d4c795a338d8-d662a12b8ced	F318774	KAI9823234.1	5013738at2759	Phylliscum demangeonii	ingroup	Ascomycota
M014702	M017325	ESMFold	ESM-Scd9115a735f580decd91df1f2acea391c7f83e9d9fd1fda9ae4e167a4851c1ba-d662a12b8ced	F1507873	KAK5147019.1	5013738at2759	Rachicladosporium monterosium	ingroup	Ascomycota
M014702	M017556	ESMFold	ESM-Sdaf6dc5fb8262861f807d91fbf24010dd8d89ce4ddbee20d553ceabe88cdafee-d662a12b8ced	F230603	CAI4064969.1	5013738at2759	Saccharomyces uvarum	ingroup	Ascomycota
M014702	M017571	ESMFold	ESM-Sdc05f6fa1813a01c26307f49861cffeb188772c2145b7b06852f14ada37a6019-d662a12b8ced	F92988	GAB7359224.1	5013738at2759	Neophaeotheca triangularis	ingroup	Ascomycota
M014702	M017653	ESMFold	ESM-Se06f68a4378bf5fd55cff3d319d34996a02625299129f01ef6eff08618ef4770-d662a12b8ced	F1590129	MCJ1389745.1	5013738at2759	Xylographa bjoerkii	ingroup	Ascomycota
M014702	M017893	ESMFold	ESM-Secd9dbe055b56e7579c375362b3567763c1d6900b348a4ab2b28da94267176d5-d662a12b8ced	F121624	XP_066738466.1	5013738at2759	Phyllosticta capitalensis	ingroup	Ascomycota
M014702	M017895	ESMFold	ESM-Secef4f8c2189dbffaee3661be02e5aaab3822d3f7df523063798416a396f6afe-d662a12b8ced	F460848	KAI9724432.1	5013738at2759	Candelaria pacifica	ingroup	Ascomycota
M014702	M017929	ESMFold	ESM-See72e7bcf07a8fc853d45f1d7f7f51e199bd4c0fa3a9068a3e3b9ff0f92b4f71-d662a12b8ced	F5570	XP_067506226.1	5013738at2759	Cenococcum geophilum	ingroup	Ascomycota
M014702	M017983	ESMFold	ESM-Sf135b1e8402fd55d7ab1ba2012ac8ace8392bf5afb20486cb3ead08a4b4d3bb7-d662a12b8ced	F1080349	XP_018219362.1	5013738at2759	Saccharomyces eubayanus	ingroup	Ascomycota
M014702	M018120	ESMFold	ESM-Sf7c1319b03c538a7a774ef6787ac4125263f59b3fe074974563c5a74e6849777-d662a12b8ced	F174425	KAI9748357.1	5013738at2759	Lichina confinis	ingroup	Ascomycota
M014702	M018192	ESMFold	ESM-Sfb3261a632383173986e7d228ff47bb183f669fb5efcf50a6f5f066d1b32b7af-d662a12b8ced	F2939404	KAI9850456.1	5013738at2759	Thelocarpon superellum	ingroup	Ascomycota
M014702	M018199	ESMFold	ESM-Sfbcd3fad0ed41f70ba159484eb561b81eb87eaf2b931e5418a37127a3c79b282-d662a12b8ced	F223409	MCJ1406735.1	5013738at2759	Ptychographa xylographoides	ingroup	Ascomycota
M014702	M018212	ESMFold	ESM-Sfcbf1095357285a15384769d56b9b72b944bde5dff8d3e39a834c25a33e0c0a0-d662a12b8ced	F2283408	XP_083126997.1	5013738at2759	Colletotrichum jinshuiense	ingroup	Ascomycota
M014702	M018239	ESMFold	ESM-Sfe5533f296c9f89fc2f36f5e574c4edaa2c57f92c3491f23cd28679ce298ca83-d662a12b8ced	F318763	KAI9871197.1	5013738at2759	Pleopsidium flavum	ingroup	Ascomycota
M014702	M008693	AlphaFold	AF-A0AA38RET8-F1	F41990	KAJ9134101.1	5013738at2759	Pleurostoma richardsiae	ingroup	Ascomycota
M014702	M010898	AlphaFold	AF-F0XPF2-F1	F226899	XP_014169762.1	5013738at2759	Leptographium clavigerum	ingroup	Ascomycota
M014702	M013187	ESMFold	ESM-S0183499ad10f32a332789dab637ccc8f3d6989b68cb6165c2b89a6243d17946e-d662a12b8ced	F456999	XP_043187295.1	5013738at2759	Rhizoctonia solani	ingroup	Basidiomycota
M014702	M000027	AlphaFold	AF-A0A015IG56-F1	F588596	XP_025182455.1	5013738at2759	Rhizophagus irregularis	ingroup	Glomeromycota
M014702	M005658	AlphaFold	AF-A0A7R7VIG3-F1	F182096	XP_043133504.1	5013738at2759	Aspergillus chevalieri	ingroup	Ascomycota
M014702	M009854	AlphaFold	AF-A0AAV5QSZ4-F1	F43959	XP_064854677.1	5013738at2759	Saccharomycopsis crataegensis	ingroup	Ascomycota
M014702	M013862	ESMFold	ESM-S203a028540b6e81a216dce792aed52c6fdafec6c1c554140dc3c85fae18cd1bb-d662a12b8ced	F2035830	XP_073607507.1	5013738at2759	Berkeleyomyces rouxiae	ingroup	Ascomycota
M014702	M004057	AlphaFold	AF-A0A4P9Y0K1-F1	F1907219	RKP12285.1	5013738at2759	Piptocephalis cylindrospora	ingroup	Zoopagomycota
M014702	M014461	ESMFold	ESM-S3e9d267483f843913cc0e9dfd1805614086684164bc51065d89813d7f76d9fa7-d662a12b8ced	F1506992	KAH8882590.1	5013738at2759	Thozetella sp. PMI_491	ingroup	Ascomycota
M014702	M017725	ESMFold	ESM-Se48041b2b6243e0e7969e45a52aea4a2694c4d76b4df4967f0b686e21efcdbe4-d662a12b8ced	F29908	XP_016588872.1	5013738at2759	Sporothrix schenckii	ingroup	Ascomycota
M014705	M014705	ESMFold	ESM-S49ed756a6e3e572d8d8e2feff3968e26308565a95d43484086bb1da7d86b88b7-d662a12b8ced	F3038894	KAK4700885.1	5001473at2759	Phenoliferia sp. Uapishka_3	ingroup	Basidiomycota
M014710	M014710	ESMFold	ESM-S4a358aa8ae2bc15a7272ff33f75f699fc107c877b992d9390f8075f3f2444ade-d662a12b8ced	F223376	KAL1876411.1	5013259at2759	Phialemonium thermophilum	ingroup	Ascomycota
M014715	M014715	ESMFold	ESM-S4a62f88725af4da84238fdf0ed12159a8fd8ef3ce76a68ff344b7ae2e5f22f86-d662a12b8ced	F326684	XP_047836149.1	5001473at2759	Xylaria bambusicola	ingroup	Ascomycota
M014716	M014716	ESMFold	ESM-S4a7169128230b4b6316a2a399e0a84288ca3a1a55780e41e87ced3af5ae5cc09-d662a12b8ced	F65468	XP_073560198.1	5004265at2759	Trichoderma ghanense	ingroup	Ascomycota
M014716	M017200	ESMFold	ESM-Sc731494ac8d579da09c52fe8dab45d7f00edd6046b94dfc86e8ce7539a84311a-d662a12b8ced	F1738374	XP_083078068.1	5004265at2759	Trichoderma camerunense	ingroup	Ascomycota
M014720	M014720	ESMFold	ESM-S4ab3696227f0cd96342fedff4d3e1f8d0119b505b6a1f31adba9165444c2798f-d662a12b8ced	F264483	CED82455.1	207567at2759	Phaffia rhodozyma	ingroup	Basidiomycota
M014720	M016264	ESMFold	ESM-S96bb76a5cedac2897ef850022b492a546831de74e7e0d24dc18476a0bd59cde4-d662a12b8ced	F29902	XP_076498718.1	207567at2759	Mrakia frigida	ingroup	Basidiomycota
M014734	M014734	ESMFold	ESM-S4b57804695db89315948675ecc67af2a2f0879c11539f1e3fdb92e4bd23c1de8-d662a12b8ced	F34480	KAK9711294.1	4900375at2759	Basidiobolus ranarum	ingroup	Basidiobolomycota
M014740	M014740	ESMFold	ESM-S4bd47b871ebbff79b365009c120aa44fb976211b0fb0c4c3b7b80d3b66a2ba5f-d662a12b8ced	F1498855	KAI3660320.1	5013259at2759	Amoeboaphelidium occidentale	ingroup	Aphelidiomycota
M014744	M014744	ESMFold	ESM-S4c0158166b6c6136fbb45d030ba511a0937322546d878a37573743ab0e0fbef7-d662a12b8ced	F2878321	CAO1628132.1	5013259at2759	Jaminaea pallidilutea	ingroup	Basidiomycota
M014769	M014769	ESMFold	ESM-S4d5e11242c63ef3ec434eba742c3b0ac6252a4ed91a5d1af829aa6baf93777b2-d662a12b8ced	F230603	CAI4052606.1	5013539at2759	Saccharomyces uvarum	ingroup	Ascomycota
M014769	M016633	ESMFold	ESM-Sa8f3d6b72964ac94903e18599fac70baac3932e0ae34c8dcb49adaad1be81260-d662a12b8ced	F1080349	XP_018221716.1	5013539at2759	Saccharomyces eubayanus	ingroup	Ascomycota
M014770	M014770	ESMFold	ESM-S4d69ce2da7ed0feefcca13d359be66c2d627835688a217e40dc935cf1f0b7170-d662a12b8ced	F183962	XP_076488900.1	5005010at2759	Sporobolomyces salmoneus	ingroup	Basidiomycota
M014772	M014772	ESMFold	ESM-S4d86432077e10af9e8504a290b4bbded103cc4c377fc526e9a97f5daf535f863-d662a12b8ced	F2732470	XP_044666312.1	5005010at2759	Bacidia gigantensis	ingroup	Ascomycota
M014772	M017372	ESMFold	ESM-Sd042148a7db3d9e5e50d6475b5988cc5111d0747af93b5d29dbd1c8886fc8163-d662a12b8ced	F318763	KAI9879969.1	5005010at2759	Pleopsidium flavum	ingroup	Ascomycota
M014775	M014775	ESMFold	ESM-S4d920f2cb82df7a809496f3f6956e9ed72c77366d915d3a4c248220356eba640-d662a12b8ced	F69979	KAO0794550.1	554735at2759	Phyllozyma linderae	ingroup	Basidiomycota
M014775	M013805	ESMFold	ESM-S1da4d9e79eacbf742c97a41aabc522952541a7ef652b2272d27cf39ad395b85e-d662a12b8ced	F2939406	KAI9698078.1	554735at2759	Bogoriella megaspora	ingroup	Ascomycota
M014775	M017760	ESMFold	ESM-Se5c974f18681083f7b679626df1be5280e32c68baeac55fc6c5b28b79278bcfb-d662a12b8ced	F2871812	MCJ1362066.1	554735at2759	Acarospora aff. strigata	ingroup	Ascomycota
M014775	M005190	AlphaFold	AF-A0A6G1G331-F1	F1341166	XP_033534084.1	554735at2759	Eremomyces bilateralis	ingroup	Ascomycota
M014776	M014776	ESMFold	ESM-S4d953585a0be0dd74d973ff478ab992eefc61359d6d14e6e4811c8888883ea13-d662a12b8ced	F3384825	KAN4398288.1	5005010at2759	Phaeococcomyces sp. EXF-18165	ingroup	Ascomycota
M014778	M014778	ESMFold	ESM-S4d989ea9bc13c154c288a8523d6a9fcb5e3eadc21204cbfb486ce2ff69cf2a4b-d662a12b8ced	F549676	XP_083057684.1	4613677at2759	Trichoderma evansii	ingroup	Ascomycota
M014778	M014246	ESMFold	ESM-S320cbc9d039a2ddae522431cabab6c9e84e8cadc794ff8f411e8bbdb115eb3d4-d662a12b8ced	F1424756	KAJ9117508.1	4613677at2759	Naganishia vaughanmartiniae	ingroup	Basidiomycota
M014778	M014639	ESMFold	ESM-S46cb9ebc2ab8b873a327e9d05abdb967e85a4b2bb55842550654b8f0966af4b9-d662a12b8ced	F1214568	XP_052999456.1	4613677at2759	Diaporthe amygdali	ingroup	Ascomycota
M014778	M014763	ESMFold	ESM-S4d30d3faff9c8b331da8840357b32275783f165f23a016654770dc2228855252-d662a12b8ced	F318774	KAI9819401.1	4613677at2759	Phylliscum demangeonii	ingroup	Ascomycota
M014778	M018225	ESMFold	ESM-Sfd62fdaf5ebec358d54437e376fd8937dc920aae9b7f0d4fa9bcba9842ec412b-d662a12b8ced	F1099800	BFZ64634.1	4613677at2759	Saitoella coloradoensis	ingroup	Ascomycota
M014778	M005288	AlphaFold	AF-A0A6G1GSL4-F1	F1176130	KAF1983802.1	4613677at2759	Aulographum hederae	ingroup	Ascomycota
M014778	M004374	AlphaFold	AF-A0A6A6BQ58-F1	F462254	XP_033401971.1	4613677at2759	Aplosporella prunicola	ingroup	Ascomycota
M014778	M010676	AlphaFold	AF-E4UWK9-F1	F63402	XP_003172963.1	4613677at2759	Nannizzia gypsea	ingroup	Ascomycota
M014778	M013847	ESMFold	ESM-S1f444510acea1ebd185fa83ad2c685d7cbd05096a82b750a6da2ac9bd104c27a-d662a12b8ced	F1174673	XP_045970496.1	4613677at2759	Morchella importuna	ingroup	Ascomycota
M014778	M011534	AlphaFold	AF-J8LJY2-F1	F706196	EJS42372.1	4613677at2759	Saccharomyces arboricola	ingroup	Ascomycota
M014778	M000370	AlphaFold	AF-A0A0C3KPX4-F1	F156515	KIO23413.1	4613677at2759	Tulasnella calospora	ingroup	Basidiomycota
M014778	M001749	AlphaFold	AF-A0A1E3PBA1-F1	F4927	XP_019041893.1	4613677at2759	Hansenula anomala	ingroup	Ascomycota
M014778	M004526	AlphaFold	AF-A0A6A6Q945-F1	F390894	KAF2488835.1	4613677at2759	Lophium mytilinum	ingroup	Ascomycota
M014778	M006488	AlphaFold	AF-A0A8H3FW84-F1	F1940652	CAF9931861.1	4613677at2759	Gomphillus americanus	ingroup	Ascomycota
M014778	M006794	AlphaFold	AF-A0A8H6FCD4-F1	F560253	XP_037152282.1	4613677at2759	Letharia lupina	ingroup	Ascomycota
M014778	M007254	AlphaFold	AF-A0A9P4MGQ7-F1	F1504668	KAF2104724.1	4613677at2759	Rhizodiscina lignyota	ingroup	Ascomycota
M014778	M007980	AlphaFold	AF-A0A9P8IDT3-F1	F1670608	KAH0543761.1	4613677at2759	Glutinoglossum americanum	ingroup	Ascomycota
M014778	M008162	AlphaFold	AF-A0A9P8TNM5-F1	F599730	KAH3685516.1	4613677at2759	Waltiozyma pijperi	ingroup	Ascomycota
M014778	M008434	AlphaFold	AF-A0A9W8R0K2-F1	F1328300	XP_052916499.1	4613677at2759	Fusarium keratoplasticum	ingroup	Ascomycota
M014778	M008434	AlphaFold	AF-A0A9W8R0K2-F1	F195108	XP_053005830.1	4613677at2759	Fusarium falciforme	ingroup	Ascomycota
M014778	M011741	AlphaFold	AF-K3VZ15-F1	F101028	XP_009259642.1	4613677at2759	Fusarium pseudograminearum	ingroup	Ascomycota
M014778	M012046	AlphaFold	AF-Q04773-F1	F4932	NP_013790.1	4613677at2759	Saccharomyces cerevisiae	ingroup	Ascomycota
M014778	M013147	AlphaFold	AF-X0D517-F1	F1042133	XP_044679325.1	4613677at2759	Fusarium musae	ingroup	Ascomycota
M014778	M013147	AlphaFold	AF-X0D517-F1	F5507	XP_031038117.3	4613677at2759	Fusarium oxysporum	ingroup	Ascomycota
M014778	M013655	ESMFold	ESM-S17143d6c416a64f71f4002ac3621442edf1f11d1436359832395cc20512f3ba0-d662a12b8ced	F174425	KAI9755718.1	4613677at2759	Lichina confinis	ingroup	Ascomycota
M014778	M013225	ESMFold	ESM-S031e007e4bba9a5744fd24fa48e23d3d50f72d9412ccae94ccf571c6ba245c69-d662a12b8ced	F1814901	KAF3941475.1	4613677at2759	Dactylella cylindrospora	ingroup	Ascomycota
M014778	M013337	ESMFold	ESM-S07a77c5ce27c6f8c6e53b95dad19dd176fc412a158bd538cadc0b5ee8f03b244-d662a12b8ced	F43433	XP_051335093.1	4613677at2759	Tricharina praecox	ingroup	Ascomycota
M014778	M015661	ESMFold	ESM-S7962e06be95cfe9100a5ef9c624fb013f13938b678eb4d6da97f8efb50714e8e-d662a12b8ced	F265104	KAI9860005.1	4613677at2759	Trichoglossum hirsutum	ingroup	Ascomycota
M014778	M017752	ESMFold	ESM-Se5896db40d5c1f5235ba90ccba38fa3864d185f37449eb2437d0c5fa71156e08-d662a12b8ced	F41956	KAM6500624.1	4613677at2759	Amanita muscaria	ingroup	Basidiomycota
M014778	M018203	ESMFold	ESM-Sfc025225c9e1f0f73329a17b045796754949aa8d5484d4496c770f516a056e44-d662a12b8ced	F1276059	KAN5915494.1	4613677at2759	Polystigma amygdalinum	ingroup	Ascomycota
M014778	M013683	ESMFold	ESM-S18635e6ca1a8d1a2254a277595e41625c4b40ff8846f92d81b7130ce446eee26-d662a12b8ced	F2486360	XP_062667050.1	4613677at2759	Exophiala viscosa	ingroup	Ascomycota
M014778	M014152	ESMFold	ESM-S2d5819be3444a2d82b7614081cc88e8ecf32daa29e3dec0be813eb8ae17bebfa-d662a12b8ced	F1810928	XP_073611751.1	4613677at2759	Aspergillus undulatus	ingroup	Ascomycota
M014778	M013853	ESMFold	ESM-S1f9176d4fc6c533cab530b670abe2fb6727ec18fe5ab92e2a91dfdfeb76f3263-d662a12b8ced	F326684	XP_047828127.1	4613677at2759	Xylaria bambusicola	ingroup	Ascomycota
M014778	M016971	ESMFold	ESM-Sbb6a993308b9e6d40b0ef5e4262731dea2346e240abf231d51cfaac2a9a8894e-d662a12b8ced	F91930	KAN0737599.1	4613677at2759	Coniochaeta hoffmannii	ingroup	Ascomycota
M014778	M014342	ESMFold	ESM-S379d67e17e26c8fa97dacf31e69d32e60e4d7ffe9997fd22675a5fe45afd8c15-d662a12b8ced	F76775	XP_027483761.1	4613677at2759	Malassezia restricta	ingroup	Basidiomycota
M014778	M013573	ESMFold	ESM-S1350337013d0ecb2ab7f7cf27902352ff0a1463be428357a3c45451eb757fd64-d662a12b8ced	F2939400	KAI9718011.1	4613677at2759	Chrysothrix sp. TS-e1954	ingroup	Ascomycota
M014778	M014541	ESMFold	ESM-S41ff5364e02219bdcf839c8f5229855063e5b204c6b33cc12f3049ab423beb5b-d662a12b8ced	F223376	KAL1875146.1	4613677at2759	Phialemonium thermophilum	ingroup	Ascomycota
M014778	M014621	ESMFold	ESM-S45ccd05a10f9fbf7b0f7d3b65746a0248c6d256e5ee32203ae2fda188445fe7f-d662a12b8ced	F383834	XP_066799160.1	4613677at2759	Lipomyces doorenjongii	ingroup	Ascomycota
M014778	M015186	ESMFold	ESM-S60548bedc8dcb74c4c400663acdff9a5f3597b68e8deb53d8b864ad5c1110fa4-d662a12b8ced	F5128	XP_083085016.1	4613677at2759	Fusarium sambucinum	ingroup	Ascomycota
M014778	M016407	ESMFold	ESM-S9dd3518a472f99b987cca72d7add39a1af19c454da213323b7bb4bf0ea9e1142-d662a12b8ced	F2609844	XP_062806084.1	4613677at2759	Podospora pseudoanserina	ingroup	Ascomycota
M014778	M017915	ESMFold	ESM-Sedb0f48f70690be9f0b0c0e2d05b903bdafeebaf5197bf6b75908ec6fe0dc5da-d662a12b8ced	F710243	XP_053046905.2	4613677at2759	Colletotrichum fioriniae	ingroup	Ascomycota
M014778	M014683	ESMFold	ESM-S48de6dd748b31b5020d2c7a98650716b3e4fea95dc09c9d47ac834d6aded81aa-d662a12b8ced	F2781224	XP_069202159.1	4613677at2759	Neodothiora populina	ingroup	Ascomycota
M014778	M015627	ESMFold	ESM-S770df6bcefb2ecd31bb0f1bee6b26d7a93b241929c7da5bdc2d62b14c19b3174-d662a12b8ced	F1080349	XP_018220133.1	4613677at2759	Saccharomyces eubayanus	ingroup	Ascomycota
M014778	M000302	AlphaFold	AF-A0A099NW08-F1	F4909	XP_029319419.1	4613677at2759	Pichia kudriavzevii	ingroup	Ascomycota
M014778	M005078	AlphaFold	AF-A0A6A7C3B6-F1	F147573	KAF2861529.1	4613677at2759	Piedraia hortae	ingroup	Ascomycota
M014778	M013183	ESMFold	ESM-S01503eb89b0d68f1b161af87e4fb2fe5dc5fceaf16f10d8c0aaa758dfca6e1a9-d662a12b8ced	F1116844	KAI9813516.1	4613677at2759	Thelocarpon impressellum	ingroup	Ascomycota
M014778	M013188	ESMFold	ESM-S019e58c4afe792fae16d25e930ab902ecb4739e2ceeab3d9264bf95bf3cbaf7c-d662a12b8ced	F2939399	KAI9740119.1	4613677at2759	Claussenomyces sp. TS43310	ingroup	Ascomycota
M014778	M013569	ESMFold	ESM-S132ed10dd214d2638e0fe0867719cf7859f60581cf70179b21bfc1633b6a6e08-d662a12b8ced	F2939408	KAI9851428.1	4613677at2759	Vezdaea acicularis	ingroup	Ascomycota
M014778	M013820	ESMFold	ESM-S1e23b26534588b8554089e9aac86ec7ad971b21d73b24b5a63b8de4d1b8db1ad-d662a12b8ced	F87287	KAI4135855.1	4613677at2759	Umbilicaria vellea	ingroup	Ascomycota
M014778	M014487	ESMFold	ESM-S3f69f21cb69a45398d8bf76153d117e9ff4f8db843fe7f6953430d50fb1c7c45-d662a12b8ced	F326681	XP_051318333.1	4613677at2759	Hypoxylon trugodes	ingroup	Ascomycota
M014778	M015274	ESMFold	ESM-S64c5e2b004b0dfb01e2378aca8128bc5f6c84942231b25e01d59e2d65065687c-d662a12b8ced	F1453791	KAI9819190.1	4613677at2759	Pycnora praestabilis	ingroup	Ascomycota
M014778	M015428	ESMFold	ESM-S6cd16a295cca84413bbf0c7411ed5064cc487505cebacbf5e29ef1bb8851be5a-d662a12b8ced	F3342545	KAL5353516.1	4613677at2759	Pseudogymnoascus australis	ingroup	Ascomycota
M014778	M015606	ESMFold	ESM-S767351795636fcd0de317f2be9c6dcfae5ec5fc741bed27f8febcfc55b10f853-d662a12b8ced	F1506992	KAH8882682.1	4613677at2759	Thozetella sp. PMI_491	ingroup	Ascomycota
M014778	M015814	ESMFold	ESM-S80e8eaba11558282cc83b3c3e9f4541614144602f4107c7c22f6d7a1638d72ba-d662a12b8ced	F27291	XP_033768380.1	4613677at2759	Saccharomyces paradoxus	ingroup	Ascomycota
M014778	M015866	ESMFold	ESM-S834a93607e440098aa981e406065ea1060de81524cb4a5be8f64af42a5667656-d662a12b8ced	F230603	CAI4049566.1	4613677at2759	Saccharomyces uvarum	ingroup	Ascomycota
M014778	M016577	ESMFold	ESM-Sa656d4e43b724af5e0c57122f97d9891e836d3a5f5837d3a3bbf0c925a81e779-d662a12b8ced	F91480	KAI9656967.1	4613677at2759	Alyxoria varia	ingroup	Ascomycota
M014778	M016600	ESMFold	ESM-Sa76a9a6c9f35d3401c07348b81511fb6aee6879d19055e735989a9102bcfa82c-d662a12b8ced	F2283408	XP_083129692.1	4613677at2759	Colletotrichum jinshuiense	ingroup	Ascomycota
M014778	M016775	ESMFold	ESM-Sb08599ae25220dd304652d3c8c6a7bc27eea961768f8a7971cf96298b70db29d-d662a12b8ced	F1542792	KAL9086768.1	4613677at2759	Coniocarpon cinnabarinum	ingroup	Ascomycota
M014778	M018008	ESMFold	ESM-Sf2dfefa7cf1e6b67e0dcfd9cd367f1b50e9ed08b5d93d5bb987f3772603c1f83-d662a12b8ced	F2704026	MCJ1440725.1	4613677at2759	Stictis urceolata	ingroup	Ascomycota
M014778	M018016	ESMFold	ESM-Sf339e849465e6a9713416c0ecf73e8391bbf6d326fc9513cdeeb852ed9e2a047-d662a12b8ced	F116821	KAG7007725.1	4613677at2759	Physcia stellaris	ingroup	Ascomycota
M014778	M016302	ESMFold	ESM-S98bbe9dc1d54bb71fc524ddc8a295d41a0f07775d948417da2aa091151490fc7-d662a12b8ced	F1230402	KAN0706487.1	4613677at2759	Basidioascus undulatus	ingroup	Basidiomycota
M014778	M016885	ESMFold	ESM-Sb69a18957a2962571b682abec1dca9430c2ca45803c9f74883110951622c80f1-d662a12b8ced	F92988	GAB7362856.1	4613677at2759	Neophaeotheca triangularis	ingroup	Ascomycota
M014778	M011941	AlphaFold	AF-O13929-F1	F4896	NP_593181.1	4613677at2759	Schizosaccharomyces pombe	ingroup	Ascomycota
M014778	M016968	ESMFold	ESM-Sbb49186eeefdf17debe037364d964b3c8d312e56efd86f25d70cfb9a7c0899e0-d662a12b8ced	F122368	XP_023459578.2	4613677at2759	Cercospora beticola	ingroup	Ascomycota
M014778	M016353	ESMFold	ESM-S9b340af5bbd0153b05637343ab91a33da76c456960ea6e569827b8dc05151e3d-d662a12b8ced	F1125753	XP_066762780.1	4613677at2759	Limtongia smithiae	ingroup	Ascomycota
M014778	M017078	ESMFold	ESM-Sc1507f3535df3c1cc10d6a7013b0ba68c895c2ee5a8120aa6e3c6b54b10c4cfb-d662a12b8ced	F669869	MCJ1261164.1	4613677at2759	Lobaria immixta	ingroup	Ascomycota
M014778	M017407	ESMFold	ESM-Sd2577bea3cb1f2e27aa00c1d8d17516855462b9a1410db32561b89125fb3b0e8-d662a12b8ced	F273283	KAI9833313.1	4613677at2759	Sarea resinae	ingroup	Ascomycota
M014778	M012904	AlphaFold	AF-W2SDB2-F1	F293227	XP_008710730.1	4613677at2759	Cyphellophora europaea	ingroup	Ascomycota
M014778	M017689	ESMFold	ESM-Se29235edd18dad9fcfd8cf03ea579f1b30469462f82e931640a61c3efedb1a9c-d662a12b8ced	F5606	XP_019021627.1	4613677at2759	Saitoella complicata	ingroup	Ascomycota
M014778	M018234	ESMFold	ESM-Sfe2339adabfaf4da0317586bfdddce9589d18def1aa57504215d05d36b26416b-d662a12b8ced	F34480	KAK9707775.1	4613677at2759	Basidiobolus ranarum	ingroup	Basidiobolomycota
M014780	M014780	ESMFold	ESM-S4dbb8ddd2a0f09e390c40abe22f6707eb1e1f5ae68f8c773e108356f9867658b-d662a12b8ced	F36050	XP_044702947.1	5005274at2759	Fusarium poae	ingroup	Ascomycota
M014786	M014786	ESMFold	ESM-S4e05361c992d3d0ec31bb23fed77f867c09ddf7aec9d673c4da778c29aca0c9d-d662a12b8ced	F100910	BGP16178.1	4803900at2759	Rhodosporidiobolus nylandii	ingroup	Basidiomycota
M014786	M013426	ESMFold	ESM-S0bbee86ff582bdc5dc7a589349ecd326871ac562236892208338e205642ae3db-d662a12b8ced	F1810926	XP_073626490.1	4803900at2759	Aspergillus stella-maris	ingroup	Ascomycota
M014786	M014593	ESMFold	ESM-S447954d6c16557c5c373bde31857dd70722645b68b7332732cb71149c85c1e8c-d662a12b8ced	F56409	KAL6942466.1	4803900at2759	Hanseniaspora vineae	ingroup	Ascomycota
M014786	M014753	ESMFold	ESM-S4c7532f88214120e0b0af356f9a2122006854d382ee8230baf9418b66f16222f-d662a12b8ced	F41759	XP_073590346.1	4803900at2759	Aspergillus multicolor	ingroup	Ascomycota
M014786	M015044	ESMFold	ESM-S5912b754b61c5682ee78e3de9c4ca6d464a7225526ec22c0a8cec4191d363737-d662a12b8ced	F183962	XP_076484926.1	4803900at2759	Sporobolomyces salmoneus	ingroup	Basidiomycota
M014786	M015760	ESMFold	ESM-S7dff0e5151f1a65dc2c34ea1d6eefd8440b472a5fcfabb5a41e8d8d45779a1a0-d662a12b8ced	F500713	XP_076531646.1	4803900at2759	Sporobolomyces koalae	ingroup	Basidiomycota
M014786	M017411	ESMFold	ESM-Sd267da1a0184b213cec0637636c574466681e5c7166ee870247db56b6c4846bb-d662a12b8ced	F1810928	XP_073620443.1	4803900at2759	Aspergillus undulatus	ingroup	Ascomycota
M014792	M014792	ESMFold	ESM-S4e2ebd526f86696dc40444e837a50ada31cb6c357bece35671ff1931f9b477d3-d662a12b8ced	F65468	XP_073559755.1	5013259at2759	Trichoderma ghanense	ingroup	Ascomycota
M014792	M015218	ESMFold	ESM-S62064890ec768f74afbbb0a84211a396315fd4c5030e6cee86a08cb72cac6ae3-d662a12b8ced	F1738374	XP_083069629.1	5013259at2759	Trichoderma camerunense	ingroup	Ascomycota
M014792	M016863	ESMFold	ESM-Sb5a553ce81d393d053dcebf5616012007635f5114d77150456b8400df39b4536-d662a12b8ced	F549676	XP_083057409.1	5013259at2759	Trichoderma evansii	ingroup	Ascomycota
M014799	M014799	ESMFold	ESM-S4e84b68e074d098f2a34e1d3ddb5d341699ebb26e4f361ecc9069021ef88f617-d662a12b8ced	F72144	XP_070868470.1	4970387at2759	Remersonia thermophila	ingroup	Ascomycota
M014799	M002832	AlphaFold	AF-A0A2K1QXL9-F1	F2082308	PNS19802.1	4970387at2759	Sphaceloma murrayae	ingroup	Ascomycota
M014799	M006076	AlphaFold	AF-A0A875S633-F1	F13502	XP_038778219.1	4970387at2759	Brettanomyces nanus	ingroup	Ascomycota
M014799	M008622	AlphaFold	AF-A0AA35J4H0-F1	F114524	XP_056084084.1	4970387at2759	Saccharomyces kudriavzevii	ingroup	Ascomycota
M014799	M008727	AlphaFold	AF-A0AA38RVN3-F1	F41990	KAJ9157577.1	4970387at2759	Pleurostoma richardsiae	ingroup	Ascomycota
M014799	M013269	ESMFold	ESM-S04ebc5b8cab7ccb7a84244ad11213fbd599e4bda9c418280af5929bb342c6efa-d662a12b8ced	F418498	KAL8281132.1	4970387at2759	Phenoliferia psychrophenolica	ingroup	Basidiomycota
M014799	M013322	ESMFold	ESM-S070d8862f185bcc1c064f1a8b942371b6e282228a7825e3039b589f861d696f4-d662a12b8ced	F460854	KAI9782537.1	4970387at2759	Candelina submexicana	ingroup	Ascomycota
