manual_review_rank	species_a	species_b	marker	taxon_a	taxon_b	same_model_coordinates	pfam_accession	pfam_name	hit_a	hit_b	domain_a_start	domain_a_end	domain_b_start	domain_b_end	domain_shared_positions	domain_compared_residues	whole_marker_compared_residues	whole_marker_rmsd_angstrom	domain_sites_under_whole_marker_fit_rmsd_angstrom	domain_own_fit_rmsd_angstrom	domain_fit_improvement_angstrom	domain_uncorrected_sequence_difference	local_distance_pairs	local_mean_absolute_distance_change_angstrom	pae10_local_pairs	pae10_local_pair_fraction	pae10_local_mean_absolute_distance_change_angstrom
633	Botrytis cinerea	Plenodomus lingam	5013738at2759	F40559	F5022	False	PF22891.3	KH_PNO1_2nd	H00086860	H00153322	167	250	167	249	82	82	169	0.24487425145476674	0.2350206273585991	0.2181075930454076	0.016913034313191494	0.07317073170731707	1493	0.09303262357311921	1479	0.9906229068988613	0.09232074804502449
634	Pachysolen tannophilus	Hansenula anomala	352891at2759	F4918	F4927	False	PF00227.32	Proteasome	H00053290	H00037133	35	220	31	216	184	184	229	0.7061414703512096	0.7229921197773822	0.7064652884417165	0.01652683133566568	0.21739130434782608	4376	0.24686337192015495	4376	1.0	0.24686337192015495
635	Botrytis cinerea	Williopsis jadinii	5013738at2759	F40559	F4903	False	PF22891.3	KH_PNO1_2nd	H00086860	H00128937	167	250	171	254	83	83	169	0.7125037745303429	0.18509262936608423	0.168887357934558	0.016205271431526225	0.12048192771084337	1515	0.09003871081883859	1511	0.9973597359735974	0.09014332747830071
636	Pseudovirgaria hyperparasitica	Aspergillus flavus	4900375at2759	F470096	F5059	False	PF05916.17	Sld5	H00108663	H00067277	82	151	62	182	66	64	165	1.9428184385927263	2.6480273862436454	2.6324009057765627	0.015626480467082704	0.546875	635	0.5297734293189119	629	0.9905511811023622	0.5078820616094505
637	Magnaporthiopsis poae	Pyricularia grisea	4985971at2759	F148304	F148305	False	PF03029.24	ATP_bind_1	H00009293	H00090998	21	284	23	288	236	231	272	0.20493161573962515	0.19156652248471218	0.17597317342435156	0.015593349060360612	0.06926406926406926	5164	0.05892221905364258	5164	1.0	0.05892221905364258
638	Coniochaeta ligniaria	Lineolata rhizophorae	4988239at2759	F177197	F578093	False	PF05127.22	NAT10_TcmA_helicase	H00075661	H00065100	282	499	283	498	195	165	752	0.3921125294232074	0.3562882229439875	0.34136802606983985	0.01492019687414764	0.10303030303030303	3147	0.10243003950386173	3147	1.0	0.10243003950386173
639	Williopsis jadinii	Pachysolen tannophilus	260326at2759	F4903	F4918	False	PF00575.30	S1	H00145507	H00015059	80	156	81	158	69	69	150	1.5481254591994522	1.44247345531236	1.4278632568643859	0.014610198447974065	0.42028985507246375	1040	0.41326425787810156	1040	1.0	0.41326425787810156
640	Phaeomoniella chlamydospora	Pachysolen tannophilus	2852757at2759	F158046	F4918	False	PF01399.34	PCI	H00058894	H00118528	460	539	333	414	76	76	253	0.7177376360914003	0.709208640620748	0.6947560527378036	0.014452587882944345	0.27631578947368424	1068	0.17929969544442895	1068	1.0	0.17929969544442895
641	Williopsis jadinii	Pachysolen tannophilus	260326at2759	F4903	F4918	False	PF03876.23	SHS2_Rpb7-N	H00145506	H00015058	8	66	9	66	53	53	150	1.5481254591994522	1.4821745892732543	1.4679234428654977	0.014251146407756599	0.41509433962264153	540	0.3157513065490168	540	1.0	0.3157513065490168
642	Pseudovirgaria hyperparasitica	Pachysolen tannophilus	5013738at2759	F470096	F4918	False	PF22891.3	KH_PNO1_2nd	H00022058	H00104562	255	338	189	272	83	83	169	0.31689182955878653	0.2080100646998882	0.19427645458814194	0.013733610111746258	0.1927710843373494	1515	0.10420877411586604	1515	1.0	0.10420877411586604
643	Exophiala viscosa	Trichoderma gamsii	207567at2759	F2486360	F398673	False	PF03657.21	UPF0113	H00105445	H00129863	102	183	98	179	81	79	168	0.5198723512092134	0.22102596292422153	0.20755882460357664	0.01346713832064489	0.22784810126582278	1507	0.12471985018508928	1507	1.0	0.12471985018508928
644	Exophiala viscosa	Trichoderma evansii	207567at2759	F2486360	F549676	False	PF03657.21	UPF0113	H00105445	H00129863	102	183	98	179	81	79	168	0.5198723512092134	0.22102596292422153	0.20755882460357664	0.01346713832064489	0.22784810126582278	1507	0.12471985018508928	1507	1.0	0.12471985018508928
645	Exophiala viscosa	Trichoderma atroviride	207567at2759	F2486360	F63577	False	PF03657.21	UPF0113	H00105445	H00129863	102	183	98	179	81	79	168	0.5198723512092134	0.22102596292422153	0.20755882460357664	0.01346713832064489	0.22784810126582278	1507	0.12471985018508928	1507	1.0	0.12471985018508928
646	Trichoderma asperellum	Exophiala viscosa	207567at2759	F101201	F2486360	False	PF03657.21	UPF0113	H00129863	H00105445	98	179	102	183	81	79	168	0.5198723512092137	0.2210259629242219	0.2075588246035776	0.013467138320644306	0.22784810126582278	1507	0.12471985018508928	1507	1.0	0.12471985018508928
647	Sphaceloma murrayae	Pachysolen tannophilus	4977163at2759	F2082308	F4918	False	PF25005.2	PSF2_N	H00013401	H00000594	11	68	12	71	50	50	71	1.4426912312321452	1.540786841007751	1.527480716253575	0.013306124754175919	0.56	672	0.4441945505048559	672	1.0	0.4441945505048559
648	Trichoderma aggressivum	Trichoderma citrinoviride	5013539at2759	F173216	F58853	False	PF04427.24	Brix	H00048611	H00038245	34	220	35	233	162	156	207	0.5897822381358259	0.6459457633836545	0.6342488967479537	0.011696866635700798	0.00641025641025641	2996	0.13628055120927013	2993	0.9989986648865153	0.13309979489236567
649	Pachysolen tannophilus	Trichoderma citrinoviride	5013539at2759	F4918	F58853	False	PF04427.24	Brix	H00117516	H00038245	36	227	35	233	169	167	221	0.48954374527914973	0.5223583230821145	0.5109736317332703	0.011384691348844234	0.2694610778443114	3380	0.14690301641534337	3380	1.0	0.14690301641534337
650	Pseudovirgaria hyperparasitica	Lineolata rhizophorae	319730at2759	F470096	F578093	False	PF00587.31	tRNA-synt_2b	H00159459	H00116012	225	415	224	412	178	171	387	1.4476712389574569	1.0953998457405525	1.084460216722271	0.010939629018281494	0.1111111111111111	3413	0.09159608007691833	3408	0.9985350131848814	0.09159896212977607
651	Pneumocystis murina	Pachysolen tannophilus	5013539at2759	F263815	F4918	False	PF04427.24	Brix	H00081789	H00117516	57	242	36	227	169	168	220	0.5227557413084842	0.520824459143909	0.5106929329718737	0.010131526172035277	0.30952380952380953	3380	0.15541790724387933	3379	0.9997041420118343	0.15544481868933163
652	Fusarium verticillioides	Lineolata rhizophorae	4988239at2759	F117187	F578093	False	PF08351.19	TmcA_N	H00084625	H00065099	9	202	9	202	191	169	760	0.7724742175164974	0.46890624373315354	0.45944118605854795	0.009465057674605593	0.14201183431952663	3190	0.0989349775105877	3190	1.0	0.0989349775105877
653	Trichoderma aggressivum	Pneumocystis murina	5013539at2759	F173216	F263815	False	PF04427.24	Brix	H00048611	H00081789	34	220	57	242	162	157	208	0.7606037666741734	0.8500482313640569	0.8410528650504103	0.008995366313646613	0.25477707006369427	3004	0.21628174123395302	3000	0.9986684420772304	0.21313764049824574
654	Pneumocystis murina	Hansenula anomala	5013539at2759	F263815	F4927	False	PF04427.24	Brix	H00081789	H00056103	57	242	33	217	169	168	219	0.4454892756729931	0.43613779802205427	0.42757290701004136	0.00856489101201291	0.30952380952380953	3380	0.14655225052713952	3379	0.9997041420118343	0.14656656897161782
655	Trichoderma asperellum	Exophiala viscosa	207567at2759	F101201	F2486360	False	PF17833.8	pre-PUA_NIP7	H00129862	H00105444	1	85	1	89	79	76	168	0.5198723512092137	0.7184960697230488	0.7102646033840029	0.008231466339045923	0.2236842105263158	1165	0.30427275942864135	1161	0.9965665236051502	0.3024518343467436
656	Exophiala viscosa	Trichoderma gamsii	207567at2759	F2486360	F398673	False	PF17833.8	pre-PUA_NIP7	H00105444	H00129862	1	89	1	85	79	76	168	0.5198723512092134	0.7184960697230484	0.7102646033840029	0.008231466339045479	0.2236842105263158	1165	0.30427275942864135	1161	0.9965665236051502	0.3024518343467436
657	Exophiala viscosa	Trichoderma evansii	207567at2759	F2486360	F549676	False	PF17833.8	pre-PUA_NIP7	H00105444	H00129862	1	89	1	85	79	76	168	0.5198723512092134	0.7184960697230484	0.7102646033840029	0.008231466339045479	0.2236842105263158	1165	0.30427275942864135	1161	0.9965665236051502	0.3024518343467436
658	Exophiala viscosa	Trichoderma atroviride	207567at2759	F2486360	F63577	False	PF17833.8	pre-PUA_NIP7	H00105444	H00129862	1	89	1	85	79	76	168	0.5198723512092134	0.7184960697230484	0.7102646033840029	0.008231466339045479	0.2236842105263158	1165	0.30427275942864135	1161	0.9965665236051502	0.3024518343467436
659	Botrytis cinerea	Pachysolen tannophilus	5013738at2759	F40559	F4918	False	PF22891.3	KH_PNO1_2nd	H00086860	H00104562	167	250	189	272	83	83	169	0.218165038850597	0.20645944731232027	0.19825136647427447	0.008208080838045806	0.1927710843373494	1513	0.10871683500303382	1509	0.9973562458691342	0.10878514120308762
660	Trichoderma aggressivum	Pachysolen tannophilus	5013539at2759	F173216	F4918	False	PF04427.24	Brix	H00048611	H00117516	34	220	36	227	162	156	207	0.7713019700140369	0.8474843766985886	0.839280859146411	0.00820351755217752	0.2692307692307692	3014	0.23537508167680407	3011	0.9990046449900465	0.23233269555548425
661	Colletotrichum gloeosporioides	Pachysolen tannophilus	5005750at2759	F474922	F4918	False	PF04410.21	Gar1	H00150967	H00083681	38	124	34	120	86	86	89	0.49738263024627033	0.4597300491498079	0.45193705169590964	0.007792997453898276	0.32558139534883723	1647	0.18280714311813412	1647	1.0	0.18280714311813412
662	Aspergillus luchuensis	Aspergillus oryzae	5015647at2759	F1069201	F5062	False	PF17207.10	MCM_OB	H00125732	H00055132	242	371	239	368	125	124	449	0.49649912527107165	0.8244730965665668	0.8169520142446952	0.007521082321871542	0.08064516129032258	1848	0.14127809037136466	1848	1.0	0.14127809037136466
663	Williopsis jadinii	Pachysolen tannophilus	5013738at2759	F4903	F4918	False	PF22891.3	KH_PNO1_2nd	H00128937	H00104562	171	254	189	272	83	83	169	0.686019056725432	0.1698937146138172	0.1638245562067202	0.006069158407096986	0.12048192771084337	1509	0.07325298724270946	1509	1.0	0.07325298724270946
664	Pachysolen tannophilus	Hansenula anomala	5013539at2759	F4918	F4927	False	PF04427.24	Brix	H00117516	H00056103	36	227	33	217	170	169	221	0.5007272486843869	0.5623482315041268	0.5574063056555033	0.0049419258486235185	0.17751479289940827	3413	0.12804246687799162	3413	1.0	0.12804246687799162
665	Williopsis jadinii	Pachysolen tannophilus	5013738at2759	F4903	F4918	False	PF17903.8	KH_KRR1_1st	H00128936	H00104561	88	160	108	177	66	66	169	0.686019056725432	1.073641219406244	1.068750019458241	0.0048911999480028	0.13636363636363635	1013	0.1162548813039619	1011	0.998025666337611	0.10388040730814488
666	Pachysolen tannophilus	Arthrobotrys flagrans	352891at2759	F4918	F97331	False	PF00227.32	Proteasome	H00053290	H00097278	35	220	31	216	184	184	228	0.7796723591594001	0.6371409136320837	0.6326859133921365	0.00445500023994716	0.3532608695652174	4383	0.2666131540988874	4383	1.0	0.2666131540988874
667	Rhizodiscina lignyota	Pachysolen tannophilus	4976279at2759	F1504668	F4918	False	PF00149.34	Metallophos	H00129896	H00009269	46	249	1	230	192	192	214	1.431676348201319	1.4703350528081345	1.4662577265715435	0.004077326236590961	0.4322916666666667	4238	0.4413643522292992	4238	1.0	0.4413643522292992
668	Pseudovirgaria hyperparasitica	Pachysolen tannophilus	5001413at2759	F470096	F4918	False	PF00590.26	TP_methylase	H00068746	H00022817	1	239	1	237	224	219	245	1.0022684808800488	0.9817877460422793	0.9786819865084212	0.0031057595338580546	0.3926940639269406	4280	0.33581052303779496	4275	0.9988317757009346	0.3360109282470109
669	Pseudovirgaria hyperparasitica	Pachysolen tannophilus	319730at2759	F470096	F4918	False	PF00587.31	tRNA-synt_2b	H00159459	H00122910	225	415	234	421	178	170	386	1.0070467976031336	0.8500353781729685	0.8473940101171751	0.0026413680557934027	0.22941176470588234	3411	0.12939766480728246	3407	0.9988273233655819	0.1294375926819962
670	Pseudovirgaria hyperparasitica	Pachysolen tannophilus	5005750at2759	F470096	F4918	False	PF04410.21	Gar1	H00100860	H00083681	41	122	34	120	81	75	78	0.33002498685450615	0.3170704697146825	0.3147695666407726	0.002300903073909899	0.24	1387	0.1746051893280793	1386	0.9992790194664743	0.17457012731144717
671	Rhizodiscina lignyota	Leptographium clavigerum	4976279at2759	F1504668	F226899	False	PF00149.34	Metallophos	H00129896	H00010403	46	249	19	247	192	192	215	0.6877300866980164	0.6907292943523723	0.6891466305744433	0.0015826637779290387	0.3333333333333333	4208	0.2250606395917055	4208	1.0	0.2250606395917055
672	Coniochaeta pulveracea	Pachysolen tannophilus	5005750at2759	F177199	F4918	False	PF04410.21	Gar1	H00044596	H00083681	44	130	34	120	86	86	88	0.467213731509512	0.45258298722693624	0.45137931957364363	0.001203667653292606	0.26744186046511625	1654	0.1889151055965538	1653	0.9993954050785974	0.18882275655824898
673	Pseudovirgaria hyperparasitica	Colletotrichum gloeosporioides	5005750at2759	F470096	F474922	False	PF04410.21	Gar1	H00100860	H00150967	41	122	38	124	81	75	77	0.5562992644761258	0.5557766569108882	0.5549891131291412	0.0007875437817469466	0.21333333333333335	1398	0.2087201684690787	1397	0.9992846924177397	0.20878133621141037
674	Coniochaeta pulveracea	Colletotrichum gloeosporioides	5005750at2759	F177199	F474922	False	PF04410.21	Gar1	H00044596	H00150967	44	130	38	124	86	86	88	0.2016702928223117	0.19689623730225378	0.1963769543947019	0.0005192829075518768	0.1511627906976744	1655	0.10110320908098519	1654	0.9993957703927493	0.10114358694453596
675	Leptographium clavigerum	Pachysolen tannophilus	4976279at2759	F226899	F4918	False	PF00149.34	Metallophos	H00010403	H00009269	19	247	1	230	215	215	223	1.4788264436587912	1.500353001698576	1.499850172826803	0.0005028288717729978	0.4930232558139535	5049	0.45591292532829164	5049	1.0	0.45591292532829164
676	Coniochaeta pulveracea	Pseudovirgaria hyperparasitica	5005750at2759	F177199	F470096	False	PF04410.21	Gar1	H00044596	H00100860	44	130	41	122	81	75	77	0.5422701200272274	0.5462370720009285	0.5459854206015	0.00025165139942850967	0.18666666666666668	1396	0.1892575032183507	1395	0.9992836676217765	0.18917021957876873
677	Diaporthe amygdali	Pachysolen tannophilus	529759at2759	F1214568	F4918	False	PF01912.25	eIF-6	H00029400	H00001113	3	221	3	221	219	219	222	0.1783550108971262	0.17517108466944595	0.1750619832469077	0.00010910142253825472	0.182648401826484	5680	0.09452692495710151	5679	0.9998239436619718	0.09443850687246078
678	Pachysolen tannophilus	Coniochaeta hoffmannii	529759at2759	F4918	F91930	False	PF01912.25	eIF-6	H00001113	H00071333	3	221	3	221	219	219	222	0.16010609845625953	0.15834285555853173	0.15825485601579853	8.799954273319699e-05	0.1598173515981735	5673	0.08344168526082289	5672	0.9998237264234091	0.08338159034294998
679	Pachysolen tannophilus	Colletotrichum fioriniae	345792at2759	F4918	F710243	False	PF01269.24	Fibrillarin	H00007532	H00050866	84	317	96	331	224	223	225	0.2713387807153864	0.26910907482326796	0.2690286009685676	8.047385470033586e-05	0.27802690582959644	5463	0.12338626421290733	5462	0.9998169503935567	0.12336637661744118
680	Pseudovirgaria hyperparasitica	Pachysolen tannophilus	529759at2759	F470096	F4918	False	PF01912.25	eIF-6	H00047006	H00001113	3	221	3	221	219	219	222	0.1577406702823816	0.15653878928610113	0.1564967251728004	4.2064113300738226e-05	0.182648401826484	5690	0.08686193911558847	5689	0.9998242530755712	0.08675341514546481
681	Diaporthe amygdali	Pseudovirgaria hyperparasitica	529759at2759	F1214568	F470096	False	PF01912.25	eIF-6	H00029400	H00047006	3	221	3	221	219	219	222	0.1433913365011271	0.14338189796543907	0.1433555265903504	2.6371375088679594e-05	0.1141552511415525	5688	0.07204292625776976	5688	1.0	0.07204292625776976
682	Pseudovirgaria hyperparasitica	Coniochaeta hoffmannii	529759at2759	F470096	F91930	False	PF01912.25	eIF-6	H00047006	H00071333	3	221	3	221	219	219	222	0.13379972880724345	0.13411606897076708	0.1341037289942128	1.2339976554281984e-05	0.1187214611872146	5694	0.07101360386001941	5694	1.0	0.07101360386001941
683	Diaporthe amygdali	Coniochaeta hoffmannii	529759at2759	F1214568	F91930	False	PF01912.25	eIF-6	H00029400	H00071333	3	221	3	221	219	219	222	0.13202554063957345	0.13207912856336018	0.13207181529193687	7.313271423309287e-06	0.0867579908675799	5666	0.06113507461033118	5666	1.0	0.06113507461033118
684	Trichoderma asperellum	Trichoderma gamsii	207567at2759	F101201	F398673	True	PF17833.8	pre-PUA_NIP7	H00129862	H00129862	1	85	1	85	79	79	174	3.550803138892143e-14	3.7465603397098645e-14	2.50804253422408e-15	3.495756086287456e-14	0.0	1174	0.0	1172	0.9982964224872232	0.0
685	Trichoderma asperellum	Trichoderma evansii	207567at2759	F101201	F549676	True	PF17833.8	pre-PUA_NIP7	H00129862	H00129862	1	85	1	85	79	79	174	3.550803138892143e-14	3.7465603397098645e-14	2.50804253422408e-15	3.495756086287456e-14	0.0	1174	0.0	1172	0.9982964224872232	0.0
686	Trichoderma asperellum	Trichoderma atroviride	207567at2759	F101201	F63577	True	PF17833.8	pre-PUA_NIP7	H00129862	H00129862	1	85	1	85	79	79	174	3.550803138892143e-14	3.7465603397098645e-14	2.50804253422408e-15	3.495756086287456e-14	0.0	1174	0.0	1172	0.9982964224872232	0.0
687	Trichoderma gamsii	Trichoderma evansii	207567at2759	F398673	F549676	True	PF17833.8	pre-PUA_NIP7	H00129862	H00129862	1	85	1	85	79	79	174	3.550803138892143e-14	3.7465603397098645e-14	2.50804253422408e-15	3.495756086287456e-14	0.0	1174	0.0	1172	0.9982964224872232	0.0
688	Trichoderma gamsii	Trichoderma atroviride	207567at2759	F398673	F63577	True	PF17833.8	pre-PUA_NIP7	H00129862	H00129862	1	85	1	85	79	79	174	3.550803138892143e-14	3.7465603397098645e-14	2.50804253422408e-15	3.495756086287456e-14	0.0	1174	0.0	1172	0.9982964224872232	0.0
689	Trichoderma evansii	Trichoderma atroviride	207567at2759	F549676	F63577	True	PF17833.8	pre-PUA_NIP7	H00129862	H00129862	1	85	1	85	79	79	174	3.550803138892143e-14	3.7465603397098645e-14	2.50804253422408e-15	3.495756086287456e-14	0.0	1174	0.0	1172	0.9982964224872232	0.0
690	Trichoderma asperellum	Trichoderma gamsii	207567at2759	F101201	F398673	True	PF03657.21	UPF0113	H00129863	H00129863	98	179	98	179	81	81	174	3.550803138892143e-14	3.3952416631245635e-14	7.016246595872592e-15	2.6936170035373042e-14	0.0	1517	0.0	1517	1.0	0.0
691	Trichoderma asperellum	Trichoderma evansii	207567at2759	F101201	F549676	True	PF03657.21	UPF0113	H00129863	H00129863	98	179	98	179	81	81	174	3.550803138892143e-14	3.3952416631245635e-14	7.016246595872592e-15	2.6936170035373042e-14	0.0	1517	0.0	1517	1.0	0.0
692	Trichoderma asperellum	Trichoderma atroviride	207567at2759	F101201	F63577	True	PF03657.21	UPF0113	H00129863	H00129863	98	179	98	179	81	81	174	3.550803138892143e-14	3.3952416631245635e-14	7.016246595872592e-15	2.6936170035373042e-14	0.0	1517	0.0	1517	1.0	0.0
693	Trichoderma gamsii	Trichoderma evansii	207567at2759	F398673	F549676	True	PF03657.21	UPF0113	H00129863	H00129863	98	179	98	179	81	81	174	3.550803138892143e-14	3.3952416631245635e-14	7.016246595872592e-15	2.6936170035373042e-14	0.0	1517	0.0	1517	1.0	0.0
694	Trichoderma gamsii	Trichoderma atroviride	207567at2759	F398673	F63577	True	PF03657.21	UPF0113	H00129863	H00129863	98	179	98	179	81	81	174	3.550803138892143e-14	3.3952416631245635e-14	7.016246595872592e-15	2.6936170035373042e-14	0.0	1517	0.0	1517	1.0	0.0
